Name	SMILES	Melting Point	Boiling Point	Length	Cycle_Count	Acid-P	Amide	Acyl_Halide-F	Acyl_Halide-Cl	Acyl_Halide-Br	Acyl_Halide-I	Ester-C	Acid-C	Ketone	Base-C	Aldehyde	Ether	Nitrile	Imine	Nitro	Amine-T	Amine-S	Amine-P	Allene	Alkine	Alkene	Org-Chloride	Org-Fluoride	Org-Bromide	Org-Iodide	Unidentified Acid	Unidentified Oxyl	Unidentified Base
nonanoic acid	CCCCCCCCC(=O)O	285.4833333333333	527.65	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heptyl acetate	CCCCCCCOC(=O)C	223.00925925925924	465.9	10	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-butoxyethyl acetate	CCCCOCCOC(=O)C	209.70555555555555	465.26111111111106	10	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
propan-2-yl octadecanoate	CCCCCCCCCCCCCCCCCC(=O)OC(C)C	301.15	None	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
undecan-2-one	CCCCCCCCCC(=O)C	288.15	504.65	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
octyl acetate	CCCCCCCCOC(=O)C	234.64999999999998	483.15	11	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-(2-ethoxyethoxy)ethyl acetate	CCOCCOCCOC(=O)C	248.14999999999998	491.09999999999997	11	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dodecanoyl chloride	CCCCCCCCCCCC(=O)Cl	256.15	418.15	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
decyl acetate	CCCCCCCCCCOC(=O)C	258.15	517.15	13	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N,N-dimethyldodecan-1-amine	CCCCCCCCCCCCN(C)C	295.15	533.15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
heptyl formate	CCCCCCCOC=O	None	451.25	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-hexoxyethanol	CCCCCCOCCO	228.08333333333331	481.25	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1,2-bis(2-chloroethoxy)ethane	C(COCCCl)OCCCl	241.64999999999998	509.79999999999995	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1-bromodecane	CCCCCCCCCCBr	243.95	513.75	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
decan-1-ol	CCCCCCCCCCO	280.0433333333333	503.17499999999995	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
decanal	CCCCCCCCCC=O	274.1194444444444	482.4416666666666	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
octyl formate	CCCCCCCCOC=O	234.04999999999998	471.95	11	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-(2-butoxyethoxy)ethanol	CCCCOCCOCCO	205.08555555555554	503.8744444444444	11	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-[2-(2-methoxyethoxy)ethoxy]ethanol	COCCOCCOCCO	229.14999999999998	521.15	11	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-ethoxy-2-(2-ethoxyethoxy)ethane	CCOCCOCCOCC	228.58055555555552	461.6222222222222	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
undecanoic acid	CCCCCCCCCCC(=O)O	301.71666666666664	527.0944444444444	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methyl hexadecanoate	CCCCCCCCCCCCCCCC(=O)OC	303.15	690.15	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dodecane	CCCCCCCCCCCC	263.5597222222222	489.4425925925925	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dodec-1-ene	CCCCCCCCCCC=C	238.04999999999998	486.7444444444444	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
undecan-1-ol	CCCCCCCCCCCO	290.90777777777777	517.15	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
undec-10-en-1-ol	C=CCCCCCCCCCO	271.15	523.15	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
undecanal	CCCCCCCCCCC=O	269.15	None	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-(2-butoxyethoxy)butane	CCCCOCCOCCCC	204.08333333333331	476.5222222222222	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane	COCCOCCOCCOC	228.14999999999998	489.18703703703704	12	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-[2-(2-ethoxyethoxy)ethoxy]ethanol	CCOCCOCCOCCO	254.3694444444444	528.8777777777777	12	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-chlorododecane	CCCCCCCCCCCCCl	263.8611111111111	533.15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
dodecan-1-ol	CCCCCCCCCCCCO	297.12777777777774	498.78777777777776	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dodecanal	CCCCCCCCCCCC=O	317.65	None	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-(2-butoxyethoxy)ethyl thiocyanate	CCCCOCCOCCSC#N	None	395.65	13	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-hexoxyhexane	CCCCCCOCCCCCC	None	496.15	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethanol	C(COCCOCCOCCO)O	266.6166666666666	600.6574074074074	2	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methyl octadecanoate	CCCCCCCCCCCCCCCCCC(=O)OC	311.9194444444444	697.65	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methyl octadec-9-enoate	CCCCCCCCC=CCCCCCCCC(=O)OC	253.24999999999997	491.65	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2-dodecylguanidine	CCCCCCCCCCCCN=C(N)N	409.15	None	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
dodecyl acetate	CCCCCCCCCCCCOC(=O)C	274.45	538.15	15	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hexadecanoyl chloride	CCCCCCCCCCCCCCCC(=O)Cl	284.81666666666666	472.15	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tridecan-1-ol	CCCCCCCCCCCCCO	304.9	506.4462962962963	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-bromotetradecane	CCCCCCCCCCCCCCBr	278.75	580.15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
tetradecan-1-ol	CCCCCCCCCCCCCCO	311.72777777777776	555.824074074074	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-[2-(2-butoxyethoxy)ethoxy]butane	CCCCOCCOCCOCCCC	213.14999999999998	529.2055555555555	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
octadecanoyl chloride	CCCCCCCCCCCCCCCCCC(=O)Cl	296.15	488.15	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1-bromohexadecane	CCCCCCCCCCCCCCCCBr	291.15	609.15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
docosanoic acid	CCCCCCCCCCCCCCCCCCCCCC(=O)O	353.79999999999995	579.15	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
octadec-1-ene	CCCCCCCCCCCCCCCCC=C	290.65	None	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1-bromooctadecane	CCCCCCCCCCCCCCCCCCBr	301.34999999999997	None	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
octadecan-1-ol	CCCCCCCCCCCCCCCCCCO	332.72499999999997	546.4	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
icosane	CCCCCCCCCCCCCCCCCCCC	309.81740740740736	616.424074074074	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6aR,9R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide	CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C	483.84444444444443 and decomposes	None	8	9	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	1	1	0	8	0	0	0	0	0	0	0
(6aR,9R)-N-[(2S)-1-hydroxybutan-2-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide	CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C	445.15	None	9	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	1	0	5	0	0	0	0	0	0	0
4-(2-ethylhexyl)-4-azatricyclo[5.2.1.02,6]dec-8-ene-3,5-dione	CCCCC(CC)CN1C(=O)C2C3CC(C2C1=O)C=C3	253.14999999999998	430.15	14	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine;hydrochloride	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl	447.15	433.15	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0
but-2-enedioic acid;3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine	CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O	405.65	None	14	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	5	1	0	0	0	0	0	0
(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2R,3S,4R,6S)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	464.15	None	5	3	0	0	0	0	0	0	0	1	1	8	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2-butanoyl-4-[(3-butanoyl-2,4-dihydroxy-6-methoxyphenyl)methyl]-3,5-dihydroxy-6,6-dimethylcyclohexa-2,4-dien-1-one	CCCC(=O)C1=C(C(=C(C=C1O)OC)CC2=C(C(C(=O)C(=C2O)C(=O)CCC)(C)C)O)O	423.15	None	7	2	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2
[(1S,2S,4R,5S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl] 3-hydroxy-2-phenylpropanoate;hydrobromide	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.Br	470.3722222222222 and decomposes	None	15	4	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
N'-phenylacetohydrazide	CC(=O)NNC1=CC=CC=C1	403.55277777777775	None	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
1-(diaminomethylidene)-2-(2-phenylethyl)guanidine	C1=CC=C(C=C1)CCN=C(N)N=C(N)N	449.65	None	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
prop-1-ene	CC=C	88.00111111111107	225.32511111111108	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
methoxymethane	COC	132.39999999999998	249.28944444444443	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-methylprop-1-ene	CC(=C)C	132.73055555555553	266.22777777777776	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2,2,2-tribromoacetaldehyde	C(=O)C(Br)(Br)Br	215.64999999999998	447.15	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-methylbut-3-en-2-ol	CC(C)(C=C)O	245.14999999999998	370.9	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2-methylbut-3-yn-2-ol	CC(C)(C#C)O	275.88703703703703	377.54999999999995	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2,2,2-trichloroethanol	C(C(Cl)(Cl)Cl)O	292.15	425.15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
trichloro(ethyl)silane	CC[Si](Cl)(Cl)Cl	167.56481481481478	372.7425925925926	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2,2-bis(ethylsulfonyl)propane	CCS(=O)(=O)C(C)(C)S(=O)(=O)CC	398.95	573.15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
1,1,2,2,3,3,4,4-octafluorocyclobutane	C1(C(C(C1(F)F)(F)F)(F)F)(F)F	232.39999999999998	267.25	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1,7,8,9,10,10-hexachloro-4-oxatricyclo[5.2.1.02,6]dec-8-ene-3,5-dione	C12C(C(=O)OC1=O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	507.65	None	4	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) 2-thiocyanatoacetate	CC1(C2CCC1(C(C2)OC(=O)CSC#N)C)C	None	368.15	3	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2,2,2-trichloro-1,1-bis(4-chlorophenyl)ethanol	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl	351.15	475.65	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1
[4-[3-(4-acetyloxyphenyl)-2-oxo-1H-indol-3-yl]phenyl] acetate	CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C	515.15	None	15	4	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0
5-ethyl-1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione	CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2	449.15	None	9	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
5-phenyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	C=CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2	429.65	None	10	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
5-butan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C	382.15	None	7	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5-ethyl-3,5-dimethyl-1,3-oxazolidine-2,4-dione	CCC1(C(=O)N(C(=O)O1)C)C	304.65	374.65	4	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-(4-aminophenyl)sulfonyl-3-methylbut-2-enamide	CC(=CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N)C	457.65	None	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	2	0
2-amino-2-ethylpropane-1,3-diol	CCC(CO)(CO)N	310.65	None	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5-(2,3-dimethyl-3-tricyclo[2.2.1.02,6]heptanyl)-2-methylpent-2-en-1-ol	CC(=CCCC1(C2CC3C1(C3C2)C)C)CO	None	439.65	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2,2-diethylpropane-1,3-diol	CCC(CC)(CO)CO	334.65	513.65	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2,2-bis(hydroxymethyl)propane-1,3-diol	C(C(CO)(CO)CO)O	533.0018518518518	1038.4833333333333	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tributyl-[(2,4-dichlorophenyl)methyl]phosphanium;chloride	CCCC[P+](CCCC)(CCCC)CC1=C(C=C(C=C1)Cl)Cl.[Cl-]	390.15	None	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0
(2-chlorophenyl)methyl-[2-[[2-[2-[(2-chlorophenyl)methyl-diethylazaniumyl]ethylamino]-2-oxoacetyl]amino]ethyl]-diethylazanium;dichloride	CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl.[Cl-].[Cl-]	470.65	None	13	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	2	0	0	0	0	0	0
triphenyl phosphate	C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3	331.1501234567901	591.4833333333333	13	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	2
3,7-dimethylocta-1,6-dien-3-yl acetate	CC(=CCCC(C)(C=C)OC(=O)C)C	298.15	493.48333333333335	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
tris(2-chloroethyl) phosphate	C(CCl)OP(=O)(OCCCl)OCCCl	222.89999999999998	603.15	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2
2-dimethoxyphosphinothioylsulfanyl-N-ethylacetamide	CCNC(=O)CSP(=S)(OC)OC	339.25	None	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
3,3,5-trimethylcyclohexan-1-ol	CC1CC(CC(C1)(C)C)O	314.92499999999995	469.95	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1-hydroxypropan-2-one	CC(=O)CO	256.15	418.65	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-methoxyprop-1-ene	CC(=C)OC	None	308.15	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1,1,2,2-tetrafluoroethene	C(=C(F)F)(F)F	143.34166666666667	206.4574074074074	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1,1,2,3,3,3-hexafluoroprop-1-ene	C(=C(F)F)(C(F)(F)F)F	116.64999999999998	243.54999999999998	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1,1,1,3,3,3-hexachloropropan-2-one	C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	271.15	476.15	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tripropan-2-yl phosphite	CC(C)OP(OC(C)C)OC(C)C	None	368.15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
4-amino-N-pyrazin-2-ylbenzenesulfonamide	C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CN=C2	524.15	None	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	2	0
[4-[(2-hydroxyacetyl)amino]phenyl]arsonic acid	C1=CC(=CC=C1NC(=O)CO)[As](=O)(O)O	475.65	None	5	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0
1,3-bis(2,2,2-trichloro-1-hydroxyethyl)urea	C(C(Cl)(Cl)Cl)(NC(=O)NC(C(Cl)(Cl)Cl)O)O	469.15	None	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2-methylbutanoic acid	CCC(C)C(=O)O	None	449.65	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methyl 2,2-dichloroacetate	COC(=O)C(Cl)Cl	221.08888888888887	415.9888888888889	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nonacyclo[18.10.2.22,5.03,16.04,13.06,11.017,31.022,27.028,32]tetratriaconta-1(31),2,4,6,8,10,13,15,17,19,22,24,26,28(32),29,33-hexadecaene-12,21-dione	C1=CC=C2C(=C1)C3=C4C(=CC=C5C4=C(C=C3)C6=C7C5=CC=C8C7=C(C=C6)C9=CC=CC=C9C8=O)C2=O	765.65 and decomposes	None	10	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
1-amino-4-hydroxyanthracene-9,10-dione	C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)N	489.15	None	9	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1
4,5,6,7-tetrachloro-2-benzofuran-1,3-dione	C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O	528.5944444444444	644.187037037037	6	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
1,5-dihydroxyanthracene-9,10-dione	C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C(=CC=C3)O	553.15	None	9	3	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
1,2,4,5-tetrachloro-3-nitrobenzene	C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl	372.52777777777777	577.1129629629629	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0
1-chloro-4-[1-(4-chlorophenyl)-2-nitrobutyl]benzene	CCC(C(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl)[N+](=O)[O-]	None	573.15	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	2	0	0	0	0	0	0
2,2-diphenylacetic acid	C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)O	420.15	None	7	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
5-amino-2-(4-amino-2-sulfophenyl)benzenesulfonic acid	C1=CC(=C(C=C1N)S(=O)(=O)O)C2=C(C=C(C=C2)N)S(=O)(=O)O	448.15 and decomposes	None	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	2	2	0
2-aminoanthracene-9,10-dione	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N	577.1277777777777	2265.15	11	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0
